1.4182e-08+1.5535e-08i,-5.899e-08-7.5136e-08i,-1.3507e-07+5.2343e-08i,4.3926e-08-3.1929e-08i,-6.6538e-08-6.1627e-08i,4.197e-08-4.7195e-08i,-6.5524e-09+5.894e-08i,1.3338e-09+7.9359e-08i,1.6968e-08+5.0787e-08i,-4.9362e-08+7.2128e-08i,-1.1184e-07+3.9594e-08i,3.2898e-08-3.225e-10i,4.1893e-08+3.0988e-08i,2.8681e-08-6.4271e-08i,7.831e-09-7.9649e-08i,2.0571e-08+9.5097e-09i,-2.1004e-09-3.9867e-08i,-3.0802e-08+3.0481e-08i,1.103e-07+5.5535e-08i,1.9324e-08-5.3437e-08i,-4.4822e-08-2.6615e-08i,-5.2042e-08-3.4539e-08i,-1.2593e-08+1.7189e-08i,-1.6353e-08+6.1325e-08i,1.3596e-08+2.3748e-08i
2.6378e-08+5.0097e-08i,-5.2637e-09-3.7023e-08i,-1.6746e-08+2.8372e-08i,-4.2461e-09+1.8326e-08i,-4.2232e-08-3.9907e-08i,1.3857e-08+1.3133e-09i,4.3002e-08-6.7077e-08i,3.5371e-08+3.9557e-08i,-5.6036e-08-4.0232e-08i,-5.1318e-08-5.3852e-09i,7.1035e-08-6.3732e-08i,-1.9934e-08-2.1996e-09i,5.1717e-08-6.9404e-08i,-6.5221e-08-1.9293e-08i,-5.743e-08+4.9207e-08i,-4.601e-08+2.1326e-08i,-1.1225e-08-4.2276e-08i,2.2289e-08+7.7704e-08i,2.9578e-08+2.2268e-08i,7.4259e-08+2.3088e-08i,2.1798e-08+6.5487e-08i,-3.4672e-08+1.9524e-09i,-1.2518e-07+2.9876e-08i,3.778e-08-1.3079e-08i,5.6478e-08+6.0727e-08i
1.5005e-08+2.5653e-08i,-1.474e-08+5.8027e-08i,-7.144e-08-1.4866e-08i,9.8297e-09+3.0782e-08i,2.0757e-08-6.1216e-08i,3.0459e-08+1.1923e-08i,-1.8691e-08-1.2477e-09i,8.0425e-09-2.2453e-08i,7.1354e-08+6.4218e-09i,-9.6695e-09-1.035e-07i,-6.072e-08+2.7454e-08i,8.4333e-08-1.6983e-08i,2.3318e-08+4.149e-08i,1.1434e-08+2.3644e-08i,3.9379e-09-2.7667e-08i,-2.6053e-08+2.2026e-08i,1.1253e-08-2.727e-08i,2.7934e-08+3.8996e-08i,-1.3855e-08+3.0148e-08i,-5.4509e-08+3.0401e-08i,5.7047e-08+3.6758e-08i,-1.025e-07-8.518e-09i,6.765e-08+7.3033e-08i,-4.9889e-09-4.6178e-08i,8.0837e-09+2.2574e-08i
1.8606e-08+3.6076e-08i,3.4003e-08+1.4548e-08i,-2.2498e-08-3.1292e-08i,-8.0015e-10-5.9958e-08i,9.5496e-09+3.0955e-08i,-4.999e-08-1.0777e-08i,-1.889e-08+3.4605e-09i,-8.1232e-09-4.2841e-08i,5.4622e-08-1.3796e-08i,1.683e-08-3.6088e-09i,-3.4927e-08+3.1011e-08i,-1.7835e-09-3.6291e-08i,-5.3426e-08-8.7693e-08i,7.138e-08-6.8214e-08i,-8.3663e-09-4.9156e-08i,4.987e-09+4.1294e-08i,3.043e-08+7.7014e-08i,1.0478e-07+7.4201e-08i,3.1312e-08-3.0008e-08i,-7.711e-08+3.7662e-08i,-6.5012e-09-2.407e-08i,2.5959e-08-1.6162e-08i,-7.5667e-08-2.8853e-08i,1.861e-08-5.5167e-08i,7.1957e-08+6.6978e-08i
-8.0356e-09+5.7147e-08i,3.1505e-09-7.2703e-08i,2.588e-08+1.3396e-08i,6.2816e-08-2.7249e-08i,2.5641e-08-3.2104e-08i,2.5548e-08+5.2771e-08i,-2.5838e-11-3.558e-09i,-2.9858e-08-1.0087e-07i,3.8298e-08-3.6948e-08i,7.2167e-09+5.2865e-08i,2.6877e-08+8.6897e-08i,4.5467e-08-5.7497e-08i,3.344e-08+3.7975e-08i,1.8399e-09-7.7943e-08i,-1.0086e-07-6.5195e-09i,1.0982e-09+4.6829e-08i,5.9486e-08-9.3171e-09i,5.096e-08+2.224e-08i,2.5418e-08+4.1701e-08i,2.9762e-08-2.2061e-08i,1.5379e-08-1.8311e-08i,4.5315e-08+3.6662e-09i,-4.289e-08-6.4496e-08i,-1.9412e-08-6.0267e-08i,4.5972e-08+4.8915e-08i
-1.9407e-09+7.1571e-08i,1.4688e-08+1.2165e-08i,3.0072e-08+2.9346e-08i,1.9238e-08-2.425e-08i,-3.7007e-08-1.0691e-07i,-4.8532e-08+3.4007e-08i,5.4273e-08-1.7209e-08i,-2.8861e-09-6.7897e-08i,1.3796e-08-1.1894e-08i,3.1868e-08-5.7596e-08i,2.7867e-08+1.1757e-08i,-9.038e-09+5.5631e-08i,7.7542e-09-5.5386e-08i,5.1639e-08-2.7614e-08i,7.2942e-08-1.5741e-08i,6.4655e-08+1.0213e-08i,3.2537e-08-4.722e-08i,2.5695e-08+3.2097e-08i,-5.0196e-08-1.1808e-08i,-5.785e-09+1.9687e-08i,-9.4319e-08+3.4074e-08i,3.4135e-08-6.0347e-08i,-3.9853e-08-5.8028e-08i,8.2753e-08-2.0739e-08i,-4.6626e-08+9.3423e-08i
1.8672e-09+5.1459e-09i,2.2097e-08+1.0654e-08i,8.7218e-09-5.2057e-08i,-7.7534e-08-4.8249e-10i,6.4895e-08+7.8948e-08i,-1.4625e-08+3.4809e-08i,-2.1126e-08+1.6133e-08i,6.4899e-09-7.0023e-08i,-1.7085e-08-1.0443e-08i,3.5009e-08-3.7694e-08i,7.7707e-09+8.5289e-09i,-2.6945e-08-6.4819e-08i,-5.4999e-08+1.0846e-08i,1.5082e-08+1.2203e-08i,-4.0558e-08-6.1657e-08i,-6.1789e-09-3.9767e-08i,-1.0575e-07+1.7853e-08i,4.0115e-08+3.1309e-08i,8.7724e-09+9.4843e-09i,2.3748e-09+1.8367e-08i,6.3449e-09-7.1204e-08i,-4.2734e-08+4.0614e-09i,2.9676e-09-3.7946e-08i,4.2858e-08+5.1755e-09i,1.9174e-08-1.1766e-08i
1.6375e-09-4.0097e-08i,-5.7047e-08+4.5678e-09i,7.0858e-09-2.0478e-08i,-2.0023e-08+7.6272e-08i,-5.7363e-09+1.3838e-08i,-1.3063e-08+3.0415e-08i,-9.2519e-10+1.3311e-08i,4.8662e-08+4.6686e-08i,-6.8727e-08+2.9751e-08i,7.4314e-09+2.2833e-08i,7.4884e-08+1.7587e-08i,-1.3795e-08-7.9894e-09i,-7.0972e-08-9.262e-10i,-7.1153e-08+1.0608e-08i,4.0222e-08-8.9469e-09i,-9.4161e-10-2.3257e-08i,2.7388e-09+2.7069e-08i,8.0599e-08+2.2452e-08i,2.1167e-08+2.9488e-08i,1.2488e-09-8.5785e-09i,-6.731e-08-1.2835e-08i,-4.7905e-08-6.1501e-08i,4.2162e-08+2.2289e-09i,3.9227e-08+2.4992e-08i,-7.4476e-08+2.0498e-08i
1.4341e-08+1.2375e-08i,5.5427e-08-1.7137e-08i,-3.2695e-08-3.8335e-09i,1.9358e-08-5.3674e-08i,3.2507e-08+5.6018e-08i,5.1889e-08-3.5898e-08i,-2.0556e-08-1.3149e-08i,2.1528e-08+7.6763e-08i,-1.2817e-08-2.5515e-08i,3.7332e-08-6.2399e-08i,9.1383e-08-4.2639e-09i,-7.1962e-08+2.8685e-08i,9.5701e-08-5.9362e-08i,-5.2901e-08-1.1201e-08i,-9.8151e-08+2.3379e-08i,2.5735e-10+7.2893e-08i,6.7093e-08-4.9381e-08i,9.6229e-09-1.5718e-08i,1.1405e-08+7.189e-09i,1.1706e-07-4.2659e-08i,-8.5395e-08-3.4423e-08i,7.1377e-09+5.1201e-08i,6.5648e-08+3.2747e-08i,-1.8089e-08-5.1902e-08i,-1.374e-08-3.4491e-08i
3.4571e-08+6.8549e-08i,-1.9943e-08-1.4908e-08i,6.1438e-09-3.0348e-08i,6.4723e-10-1.213e-08i,-1.4675e-08+2.4233e-08i,7.8644e-08-3.8259e-08i,-4.3748e-08-8.0866e-08i,5.8018e-08+2.8922e-08i,4.6694e-08-3.0164e-08i,-4.8156e-09-6.6117e-08i,-3.0783e-08-6.2151e-09i,-3.3092e-08-5.7406e-09i,-4.1757e-08+1.6447e-08i,2.7489e-08+2.0962e-08i,3.1981e-08-4.4856e-08i,-1.1311e-08-2.9515e-08i,-6.5582e-08-6.3301e-08i,5.2553e-09-3.7497e-08i,1.0954e-08-9.4554e-09i,-4.1698e-08+2.3305e-08i,-5.7656e-09-7.4733e-08i,-8.1794e-08-6.1052e-09i,5.2412e-08+7.2225e-08i,3.2547e-08+5.0073e-08i,-2.3289e-08-8.5914e-08i
6.9087e-09+1.3689e-08i,2.5514e-08-2.6754e-08i,1.2183e-08+7.0249e-08i,5.7652e-09-7.017e-08i,-2.0652e-08-5.0814e-08i,-3.172e-08+8.258e-09i,-1.0429e-07+5.7031e-09i,-8.9442e-09+4.2144e-08i,-2.3354e-08-2.9212e-08i,-1.3779e-08-8.5596e-08i,-1.2371e-08+1.6988e-08i,2.0647e-09-5.4859e-08i,-2.4058e-08-4.263e-08i,4.8003e-08+7.0245e-08i,1.2787e-08-7.1297e-08i,5.7917e-08-7.5822e-08i,8.6323e-09+1.6565e-08i,8.5972e-09-4.7787e-08i,2.5475e-09+6.8062e-08i,-3.5315e-08+1.818e-08i,-6.4505e-08-6.2001e-08i,3.2488e-08-8.017e-09i,-8.7052e-08-2.3182e-08i,-3.3248e-08+1.0477e-07i,-7.0262e-08+6.2248e-08i
-6.1736e-08-1.2826e-08i,-1.357e-07+2.6265e-08i,-2.6467e-08+4.6132e-08i,6.3638e-09+1.3114e-08i,-5.256e-08+5.8462e-08i,1.7159e-08+1.5327e-08i,-4.5142e-08-1.6574e-08i,-3.0122e-09+1.3431e-07i,1.3656e-08+8.5655e-08i,-1.5166e-08+2.101e-09i,2.2498e-08-7.7696e-08i,2.7298e-08+2.2191e-08i,-5.6459e-08+4.254e-08i,-5.9949e-08-6.216e-08i,-5.1973e-08-7.3449e-10i,9.4968e-09+2.9871e-08i,-3.634e-08+9.9851e-08i,-1.3453e-09+9.6361e-08i,-2.3643e-08+2.7513e-09i,-3.405e-08+1.7675e-08i,-2.4833e-08+5.0488e-08i,-8.9132e-08-3.0366e-08i,1.7986e-08-1.2914e-07i,4.0347e-08+8.1593e-08i,5.3774e-09+7.9448e-08i
5.3347e-08-1.2995e-08i,-1.6926e-08+2.38e-08i,2.3163e-08+5.361e-08i,2.6952e-08-3.8687e-08i,-5.6539e-08-3.5119e-08i,2.5048e-08-8.771e-08i,6.4175e-08-8.8401e-09i,-4.1307e-09+2.4017e-08i,-4.134e-08+5.6767e-08i,-3.0721e-08-2.9986e-08i,-7.0011e-08-8.8145e-09i,-1.6508e-09+4.681e-08i,5.7549e-08+2.3768e-08i,7.0276e-08-4.4417e-08i,5.9694e-08-3.9231e-08i,-1.153e-08-4.675e-08i,-1.0326e-08-2.1514e-08i,-7.8212e-08-3.5562e-08i,-2.5035e-08-6.257e-08i,1.5332e-07-6.2034e-08i,1.4776e-08-2.5448e-08i,-3.9624e-08-4.6025e-09i,-1.1398e-07-2.7737e-08i,3.0592e-08-3.4848e-09i,7.1206e-08+2.0717e-08i
7.2893e-08-3.2937e-08i,7.2626e-08+6.8098e-08i,-2.0303e-08+2.7629e-09i,-1.5415e-08-3.7224e-09i,7.5423e-08-4.7709e-08i,4.6519e-08+2.9405e-08i,2.7723e-08-6.8752e-08i,-2.9452e-08-5.1768e-08i,2.467e-08+1.085e-08i,-4.5449e-08-6.7077e-08i,5.3283e-08-1.9564e-08i,-3.1711e-08-5.1067e-08i,7.9789e-09+3.1347e-08i,3.0852e-08+6.5645e-08i,-2.8982e-08-5.0152e-08i,-2.5556e-08-2.2637e-08i,3.9042e-08+8.2959e-08i,-3.2509e-08-3.7191e-08i,-2.9366e-09-4.437e-08i,5.6487e-08-1.0546e-09i,3.2962e-08+5.97e-08i,1.2649e-08+1.2145e-07i,-1.1191e-09-5.9464e-08i,-1.3317e-08-3.4459e-08i,-4.896e-08-5.8553e-08i
4.4112e-08+7.6943e-08i,-3.0605e-08-1.856e-08i,4.5964e-08+6.7128e-08i,-2.4299e-08-3.0796e-08i,-9.9263e-08-4.2779e-08i,-7.5626e-09+7.2373e-09i,2.2839e-08+3.3896e-08i,8.3065e-09-7.5251e-08i,-3.4061e-08-6.8727e-08i,2.3567e-08-8.5284e-09i,4.8495e-09+5.1656e-08i,1.5903e-08-2.4999e-08i,-2.4711e-08-3.3522e-08i,-4.3281e-08+6.2932e-08i,-4.9562e-08-9.7653e-09i,7.6634e-08+5.7867e-09i,4.5239e-09-2.2597e-08i,1.8334e-08+9.867e-09i,3.237e-08-1.392e-08i,3.5891e-08-2.0203e-08i,9.9424e-09-4.7049e-08i,2.0639e-09+5.0564e-08i,-2.7545e-08+1.8449e-08i,-3.1733e-08+1.1402e-08i,6.864e-09-2.2298e-09i
-1.5281e-08+4.3139e-08i,5.7736e-08-9.6356e-08i,3.8284e-08-7.1014e-10i,1.8407e-08-1.5319e-08i,-1.7131e-08+1.6503e-08i,-6.5187e-09-3.1532e-08i,-1.7617e-08+2.1543e-08i,-1.6003e-08-3.3037e-09i,-1.2142e-08+6.5461e-08i,2.4895e-08-4.4607e-08i,-2.4588e-08+3.3824e-08i,-4.0964e-09+2.4484e-08i,3.5894e-08+7.1064e-09i,-5.3495e-09-7.4331e-09i,2.4327e-08-4.458e-08i,1.7916e-08-4.3895e-08i,-1.8783e-08+2.1951e-08i,-7.7374e-08-4.4078e-08i,-3.7486e-08-4.5611e-08i,-2.2507e-08-6.3804e-09i,1.5086e-10-3.8626e-10i,2.1941e-08-6.132e-09i,1.423e-08-5.371e-08i,-1.2858e-08-2.1054e-08i,1.0724e-07+1.5553e-08i
6.0955e-08+7.813e-09i,8.1097e-09+5.0985e-08i,2.3312e-08+1.3951e-07i,-9.7133e-09-6.45e-08i,-3.5211e-08-1.6164e-08i,5.1096e-08+6.2052e-08i,1.336e-08+2.4058e-08i,-3.5576e-08+1.7827e-08i,-5.2894e-08+6.5053e-08i,-7.2999e-08+4.2855e-08i,2.6294e-08-3.945e-08i,1.0045e-07+4.7097e-08i,-5.1659e-08-5.1485e-08i,1.1478e-08-4.3929e-08i,4.3793e-08-2.5055e-08i,-3.0645e-08-5.0228e-08i,9.2848e-08-4.9916e-08i,-1.1035e-07+2.2425e-08i,1.7448e-08+7.3385e-08i,-3.6696e-08-3.2205e-08i,2.2004e-08+6.0778e-08i,2.7544e-08-9.4753e-09i,-4.2136e-08-6.8278e-08i,4.4876e-09+9.6504e-09i,2.5306e-08+8.1945e-08i
5.5194e-08+2.4144e-08i,-4.5136e-08-1.0279e-07i,1.4594e-08-4.4755e-08i,-6.1997e-09+4.7429e-08i,-2.871e-08-3.7281e-08i,5.2862e-08+4.0333e-09i,-3.98e-09+1.3147e-08i,-1.7974e-08-3.134e-08i,4.0283e-08-2.5543e-09i,5.0226e-08+2.4111e-08i,1.4818e-08+4.7667e-08i,3.1304e-08-5.182e-08i,5.0613e-09+3.9501e-08i,-1.6555e-08+4.739e-08i,3.3395e-08+7.7338e-08i,4.0582e-09-8.9894e-08i,-1.0346e-07-2.7293e-08i,-5.8438e-08+9.7527e-09i,-8.4153e-08-4.7243e-08i,-8.3642e-08-4.2017e-08i,-3.914e-08-3.2316e-08i,3.8595e-08+2.07e-08i,-2.0567e-08+1.8078e-08i,2.4304e-08-6.1851e-08i,-3.6183e-08+5.8092e-08i
1.6477e-08-8.1624e-08i,-1.816e-08+5.2665e-08i,-5.1032e-09-8.5883e-08i,-1.0116e-07-2.2415e-08i,5.5731e-08+4.343e-08i,-5.9903e-08-5.4511e-08i,4.4493e-08+1.1712e-08i,-6.5999e-08-3.666e-08i,-2.675e-08-4.3686e-08i,-8.5064e-09-1.4112e-08i,-4.7259e-10-9.9367e-09i,6.0457e-08+5.7169e-08i,-1.7359e-08-2.4795e-08i,-4.0747e-08-3.056e-08i,-8.4293e-09+3.1309e-08i,-4.5219e-10+1.1064e-08i,3.1193e-08-4.378e-08i,6.706e-08-4.4525e-08i,9.0163e-09-3.903e-09i,4.3532e-08-1.4471e-08i,1.1601e-08-6.1924e-08i,1.7468e-08+6.2181e-08i,1.1541e-08-1.4664e-08i,9.2898e-08+4.0119e-08i,2.3511e-08-1.2023e-08i
1.9246e-08+5.0453e-08i,5.6648e-08+5.9196e-08i,3.2154e-08+8.311e-08i,2.5267e-08-5.9021e-08i,-2.8444e-08+8.5377e-09i,3.2898e-08-8.501e-09i,1.1496e-07-3.2376e-08i,6.5152e-08+1.45e-08i,-8.4117e-08+6.7198e-08i,-1.6093e-09+9.8913e-08i,-4.4771e-09+3.537e-09i,-2.2502e-08-9.516e-08i,3.883e-08+5.8607e-08i,1.2735e-08-2.7768e-08i,3.3865e-08-7.1426e-08i,-7.9457e-08+5.8147e-08i,-1.0768e-08-2.642e-08i,4.0594e-10+4.1487e-08i,-6.1661e-09+2.7524e-08i,-3.5894e-08-4.3896e-08i,-4.0802e-08+5.1344e-08i,-7.9521e-08+9.7584e-10i,-6.4959e-09-4.1665e-08i,1.0756e-07-5.1887e-08i,8.6068e-09-3.0094e-09i
7.0643e-08-1.9364e-08i,8.5584e-09-2.1333e-08i,-3.2365e-09+5.3736e-09i,6.4298e-08+1.7008e-09i,4.0822e-08+4.3847e-09i,1.2675e-08-6.5411e-08i,-5.2813e-08-1.3136e-08i,2.9422e-08-1.7751e-09i,7.3997e-08+2.4627e-08i,1.7773e-08-1.7806e-08i,-1.8534e-08+4.2734e-08i,4.2966e-08+5.9817e-09i,-7.2245e-08+1.7731e-08i,5.3481e-08+5.3996e-08i,2.8754e-09-5.5831e-08i,-3.8349e-09+1.5556e-08i,1.8569e-08-7.4505e-09i,-5.5963e-08-4.6871e-08i,3.0445e-08-1.0429e-08i,4.106e-08+6.4204e-08i,1.3731e-08+3.1185e-08i,6.8116e-08-4.1359e-08i,-5.9962e-08-1.3987e-08i,-1.7415e-08-5.7177e-09i,1.4676e-08-8.8028e-09i
8.8416e-08+8.1719e-08i,-1.4901e-08+1.1547e-08i,-8.8672e-09-6.7064e-08i,3.0227e-08-8.7491e-09i,2.4548e-08+2.1119e-08i,2.6856e-08+4.9974e-09i,-9.3391e-08-3.1084e-09i,3.7445e-09+4.8045e-08i,2.4457e-08+4.4195e-08i,1.0447e-08-6.0542e-09i,1.4877e-08+2.4082e-08i,1.3024e-08+2.3986e-08i,-3.3867e-09+5.1171e-08i,3.2019e-09+2.9414e-08i,8.8031e-09-6.1887e-08i,3.2198e-08-3.9519e-08i,2.504e-08+6.8815e-08i,2.2701e-08+1.3953e-08i,-7.1458e-08-1.746e-08i,-3.1064e-08-2.4247e-08i,9.5053e-09-7.4015e-08i,-9.9868e-08-3.0132e-08i,6.1847e-08-3.2819e-10i,-1.6647e-08-4.9152e-08i,1.9929e-08+1.9487e-08i
-6.8495e-08-3.2037e-08i,-1.8602e-08-8.5036e-09i,-4.4087e-08+7.8294e-08i,4.0559e-08-2.418e-08i,3.2017e-08-8.2422e-10i,7.2415e-09+4.834e-08i,-5.8125e-08-4.4506e-08i,8.7313e-09+3.7256e-08i,-3.764e-08+8.7126e-08i,2.8085e-08-3.2856e-08i,-4.0218e-08+6.5606e-08i,2.2789e-08-1.3777e-08i,-4.4098e-08-4.8259e-08i,7.7174e-08-1.0849e-08i,3.1052e-09-1.8687e-08i,1.3273e-08+4.723e-08i,-1.6041e-08-7.1771e-09i,-1.5358e-08+2.0595e-08i,-2.4621e-08-9.1038e-08i,7.7906e-08+7.66e-09i,-1.5134e-09-2.3104e-08i,5.8243e-08+2.8675e-08i,-4.9413e-08+1.7751e-08i,9.2779e-09-4.1526e-08i,2.2452e-08+5.3152e-08i
-7.72e-09-1.137e-08i,-3.6819e-08+3.8239e-09i,1.0183e-07-1.6981e-08i,1.8544e-09+4.4591e-08i,6.4968e-09-1.8885e-08i,1.5732e-08-5.0556e-09i,4.3618e-09+3.098e-08i,-4.0627e-08+5.0369e-08i,-5.5324e-08-1.9516e-08i,3.7177e-08-6.6099e-09i,-3.5631e-09-3.3221e-08i,-5.8213e-08+6.0975e-08i,-2.6111e-08-1.7454e-08i,2.2881e-08+5.3049e-09i,1.071e-07+5.6438e-08i,-3.1559e-08+8.2039e-08i,-3.1233e-08-2.9613e-08i,1.1536e-07+1.2368e-10i,-1.4109e-09-3.5599e-09i,-2.7005e-08-3.2182e-08i,7.4535e-08-4.8894e-08i,3.6642e-08-9.9231e-08i,5.8005e-08+4.2732e-09i,8.9321e-09+4.1593e-08i,-4.1637e-08-5.5033e-08i
-4.6528e-08+5.9046e-08i,5.9541e-08-4.9095e-08i,-6.0425e-08-2.6776e-08i,2.8232e-08-1.1806e-07i,4.1671e-08-4.5716e-08i,-1.4029e-08-6.8477e-08i,-1.8102e-08-3.2225e-08i,8.459e-08+3.7633e-08i,-5.9924e-08+7.0856e-09i,1.6757e-08+8.9802e-08i,-1.7156e-08+2.6223e-08i,1.1496e-08+1.2252e-08i,-3.398e-08+2.492e-08i,-7.3142e-08-1.406e-08i,-4.0163e-08-1.5086e-08i,-4.0799e-08+1.3585e-08i,1.2903e-08-3.0953e-08i,6.0107e-08-7.4232e-08i,5.0238e-09-5.7569e-08i,-5.7922e-09+2.933e-08i,-3.26e-08-5.8709e-08i,-4.003e-08+5.3933e-08i,6.0024e-08+2.4218e-08i,2.8474e-08-8.5506e-09i,5.5531e-08+7.2117e-08i
-2.9507e-08-8.3688e-08i,-6.5922e-08+2.9243e-08i,2.7459e-08+1.9494e-08i,-1.5224e-08+6.3598e-08i,1.3587e-08-7.25e-08i,1.8858e-08-7.2214e-08i,2.3123e-08-4.5573e-08i,2.0068e-08-2.128e-08i,-3.5718e-09+4.4073e-09i,-6.2164e-09+1.463e-08i,-9.5831e-08-2.6481e-08i,-1.2272e-08-1.2356e-08i,1.1013e-08-3.3448e-08i,-5.5818e-09+3.2718e-08i,8.0396e-08+1.5254e-08i,-5.4662e-08+2.0796e-08i,-6.3563e-08-3.9505e-08i,2.6121e-08-2.1799e-08i,9.5909e-08-2.3716e-08i,4.4336e-08+1.5979e-08i,-1.9219e-08-1.0172e-08i,1.4156e-08-3.4175e-08i,-1.2859e-08-4.1574e-08i,1.299e-08+4.9068e-08i,1.4777e-08-6.1613e-09i
2.3885e-08-3.0785e-08i,3.7809e-08+2.0086e-08i,-6.2622e-09+1.695e-08i,-2.1828e-08-7.5754e-09i,-9.3253e-09-8.2534e-08i,-1.2594e-08-3.2778e-08i,4.3741e-08-5.2943e-08i,4.5508e-08+2.7866e-09i,6.128e-08+3.5071e-08i,-6.6661e-08-3.5484e-08i,3.8719e-08-3.7365e-08i,-1.4089e-08+1.0651e-08i,4.7756e-08+3.336e-08i,3.7712e-08+5.5969e-08i,3.1437e-08+2.8533e-08i,2.1588e-09+9.205e-09i,-6.7368e-08+3.5739e-08i,1.9198e-08-2.0139e-08i,-2.838e-08-5.7511e-08i,-5.2644e-09-5.1554e-08i,1.027e-08+1.1151e-07i,-1.2672e-08+3.6433e-08i,-1.7055e-08-5.4344e-08i,-1.3426e-08+1.6215e-08i,2.6149e-08+4.7685e-09i
3.7189e-08+6.4591e-09i,7.1968e-08+4.0353e-08i,-4.1862e-08+8.7169e-09i,-4.741e-08-2.4735e-08i,-1.9574e-08-3.6363e-08i,4.5339e-08+1.2899e-08i,1.4612e-08-6.626e-08i,-1.7134e-08+2.0166e-08i,2.0217e-08-6.1409e-08i,2.6129e-08-4.2807e-08i,5.5024e-08+3.8158e-08i,5.7103e-08-4.4908e-08i,-8.6725e-08-2.986e-08i,5.4379e-08+1.8334e-08i,-7.9848e-08+9.2247e-08i,-4.1548e-08+3.6237e-08i,5.121e-08+8.6354e-09i,1.5374e-08+2.9332e-08i,4.3617e-08-5.8431e-08i,2.6138e-08+2.4892e-08i,2.3501e-08+5.5971e-09i,2.185e-08-2.137e-08i,3.1697e-08+1.2293e-08i,2.2233e-08+3.2876e-08i,2.0918e-08-2.862e-08i
-4.3986e-09+4.1684e-08i,-8.9683e-10-5.6125e-08i,5.3502e-08-5.9789e-09i,-4.606e-08-1.9779e-08i,-2.4124e-08+1.5604e-08i,-6.3561e-09+2.4405e-08i,4.9974e-08-9.7115e-08i,-4.163e-08+1.0644e-08i,3.0419e-08-8.3477e-08i,-6.7328e-08-2.7356e-09i,7.6028e-09-1.4361e-08i,2.0996e-08-2.5386e-08i,-9.5259e-09+1.9912e-08i,-2.1694e-08+7.7347e-09i,-3.3467e-08+3.9509e-08i,6.6321e-09-2.3099e-08i,-9.8531e-08-3.8423e-08i,-4.0856e-08+8.9064e-09i,7.3242e-08+2.7208e-08i,-6.7677e-08-5.6745e-08i,-4.0045e-08-6.8129e-08i,-5.2012e-09+4.0285e-08i,3.5674e-08+1.0233e-07i,5.948e-08-6.4757e-09i,-9.8975e-09+5.3379e-08i
3.0082e-08-2.1707e-08i,-5.5814e-09-6.382e-08i,1.7031e-09+5.2884e-08i,4.5283e-08+1.9085e-08i,-8.4641e-08-2.3847e-08i,-2.5489e-08-3.088e-08i,-3.8939e-08+2.3915e-08i,2.7239e-09-4.9749e-08i,2.409e-08-4.322e-08i,-4.6126e-08+8.9972e-09i,-3.8922e-08-1.7888e-08i,1.9495e-08+1.9138e-08i,8.8741e-08+4.9813e-08i,-1.4501e-08-2.3866e-08i,-3.304e-08+3.3524e-09i,-3.3033e-08-5.5189e-08i,-8.3531e-08-8.2569e-08i,4.3742e-08-3.7042e-08i,7.1127e-08+1.0928e-07i,-6.9042e-09-1.8059e-08i,-1.6819e-08+6.1482e-09i,-1.8829e-08+5.748e-09i,-8.0035e-08+2.8681e-08i,1.2297e-08-3.2884e-09i,-4.545e-08+2.1061e-08i
9.1492e-09-3.3159e-08i,1.381e-08+2.5075e-08i,4.9301e-08+6.0396e-08i,6.0843e-08-3.8945e-09i,6.3461e-08+4.3347e-08i,-3.0187e-08+6.754e-09i,-3.4987e-08+1.3518e-08i,-2.7709e-09+7.945e-08i,6.6336e-08+2.6164e-08i,3.6029e-08+4.3415e-10i,1.1894e-08-1.4671e-08i,4.5999e-08+1.0174e-08i,-3.2428e-08-2.5249e-09i,-2.2816e-08+4.4575e-08i,3.318e-08-4.1167e-08i,5.9624e-08-1.3233e-09i,-4.9531e-08+6.054e-08i,1.5982e-08+6.7098e-09i,-7.247e-09-4.8774e-08i,-2.5652e-08+5.4443e-08i,-3.3579e-08+3.9997e-08i,6.1829e-08+9.5349e-08i,6.2614e-08-4.5874e-08i,-1.1148e-07-3.2787e-08i,-4.7872e-08+1.398e-08i
-2.2516e-08-8.703e-09i,1.1277e-08-5.9985e-09i,-5.3129e-08-2.3573e-08i,3.2268e-08-3.6402e-08i,-5.4819e-08-1.5226e-08i,-5.6999e-08+1.5383e-08i,2.4819e-08-6.0826e-09i,-2.9139e-08-1.0867e-07i,-2.5838e-08+1.4487e-08i,-4.0275e-09+6.624e-08i,1.6333e-08+1.6695e-09i,-3.8124e-09+1.4161e-08i,-4.7814e-08+3.4574e-08i,-1.3763e-08+1.333e-08i,-1.481e-08+5.4528e-10i,2.8375e-09-5.01e-08i,-3.8258e-09+6.5809e-09i,1.1399e-07+1.2305e-07i,-2.5127e-09+1.116e-08i,1.6317e-08-5.5822e-08i,-1.342e-09+1.0026e-08i,5.5174e-08+2.0296e-08i,5.6449e-08-5.5883e-08i,-1.543e-08-6.2299e-08i,4.1095e-08+1.969e-08i
